build_id,ship_name,upgrade_name
124,Gozanti-class Cruisers (23),Parts Resupply (3)
125,Star Dreadnought Assault Prototype (250),Ravager (4)
125,Star Dreadnought Assault Prototype (250),Reeva Demesne (4)
125,Star Dreadnought Assault Prototype (250),Intel Officer (7)
125,Star Dreadnought Assault Prototype (250),Captain Needa (2)
125,Star Dreadnought Assault Prototype (250),Gunnery Team (7)
125,Star Dreadnought Assault Prototype (250),Rapid Launch Bays (6)
125,Star Dreadnought Assault Prototype (250),Heavy Ion Emplacements (9)
125,Star Dreadnought Assault Prototype (250),Turbolaser Reroute Circuits (7)
125,Star Dreadnought Assault Prototype (250),Quad Turbolaser Cannons (10)
126,Gozanti-class Cruisers (23),Darth Vader (4)
126,Gozanti-class Cruisers (23),Comms Net (2)
127,Gozanti-class Cruisers (23),Repair Crews (3)
128,Imperial II-class Star Destroyer (120),Admiral Ozzel (20)
128,Imperial II-class Star Destroyer (120),Captain Needa (2)
128,Imperial II-class Star Destroyer (120),Flight Controllers (6)
128,Imperial II-class Star Destroyer (120),Reserve Hangar Deck (4)
128,Imperial II-class Star Destroyer (120),Electronic Countermeasures (7)
128,Imperial II-class Star Destroyer (120),Point Defense Ion Cannons (6)
128,Imperial II-class Star Destroyer (120),Quad Battery Turrets (5)
129,Gladiator I-class Star Destroyer (56),Demolisher (10)
129,Gladiator I-class Star Destroyer (56),Admiral Montferrat (5)
129,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
129,Gladiator I-class Star Destroyer (56),External Racks (4)
130,Gozanti-class Cruisers (23),Reserve Hangar Deck (4)
130,Gozanti-class Cruisers (23),Comms Net (2)
131,Starhawk-class Battleship Mark I (140),Amity (6)
131,Starhawk-class Battleship Mark I (140),Raymus Antilles (7)
131,Starhawk-class Battleship Mark I (140),Walex Blissex (5)
131,Starhawk-class Battleship Mark I (140),Caitken and Shollan (6)
131,Starhawk-class Battleship Mark I (140),Point Defense Ion Cannons (6)
131,Starhawk-class Battleship Mark I (140),Quad Battery Turrets (5)
132,CR90 Corvette A (44),Ahsoka Tano (2)
132,CR90 Corvette A (44),Dual Turbolaser Turrets (4)
133,GR-75 Medium Transports (18),Adar Tallon (10)
133,GR-75 Medium Transports (18),Boosted Comms (4)
134,Venator II-class Star Destroyer (100),Tranquility (7)
134,Venator II-class Star Destroyer (100),Skilled First Officer (1)
134,Venator II-class Star Destroyer (100),Flight Controllers (6)
134,Venator II-class Star Destroyer (100),Flag Bridge (0)
134,Venator II-class Star Destroyer (100),Thermal Shields (5)
134,Venator II-class Star Destroyer (100),External Racks (4)
134,Venator II-class Star Destroyer (100),Linked Turbolaser Towers (7)
134,Venator II-class Star Destroyer (100),Mercy Mission (5)
135,Consular-class Armed Cruiser (37),Radiant VII (1)
135,Consular-class Armed Cruiser (37),Clone Navigation Officer (4)
135,Consular-class Armed Cruiser (37),Bomber Command Center (8)
136,Consular-class Armed Cruiser (37),Swift Return (3)
136,Consular-class Armed Cruiser (37),Hondo Ohnaka (2)
136,Consular-class Armed Cruiser (37),Projection Experts (6)
137,Imperial II-class Star Destroyer (120),Relentless (3)
137,Imperial II-class Star Destroyer (120),Reeva Demesne (4)
137,Imperial II-class Star Destroyer (120),Flight Controllers (6)
137,Imperial II-class Star Destroyer (120),Expanded Hangar Bay (5)
137,Imperial II-class Star Destroyer (120),Electronic Countermeasures (7)
137,Imperial II-class Star Destroyer (120),Leading Shots (5)
138,Arquitens-class Light Cruiser (52),Centicore (3)
138,Arquitens-class Light Cruiser (52),Captain Needa (2)
138,Arquitens-class Light Cruiser (52),Turbolaser Reroute Circuits (7)
139,Gozanti-class Cruisers (23),Hondo Ohnaka (2)
139,Gozanti-class Cruisers (23),Comms Net (2)
140,Raider I-class Corvette (44),Corvus (2)
141,Quasar Fire I-class Cruiser-Carrier (54),Boosted Comms (4)
142,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
142,Gladiator I-class Star Destroyer (56),Rapid Reload (4)
143,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
143,Gladiator I-class Star Destroyer (56),Rapid Reload (4)
144,Gozanti-class Cruisers (23),Comms Net (2)
145,CR90 Corvette B (39),Major Derlin (7)
145,CR90 Corvette B (39),Liberator (2)
145,CR90 Corvette B (39),"All Fighters, Follow Me! (5)"
146,Assault Frigate Mark II B (72),Gallant Haven (8)
146,Assault Frigate Mark II B (72),Toryn Farr (7)
146,Assault Frigate Mark II B (72),Flight Controllers (6)
146,Assault Frigate Mark II B (72),Electronic Countermeasures (7)
147,Nebulon-B Escort Frigate (57),Vanguard (4)
147,Nebulon-B Escort Frigate (57),Hondo Ohnaka (2)
147,Nebulon-B Escort Frigate (57),Auxiliary Shields Team (3)
147,Nebulon-B Escort Frigate (57),Caitken and Shollan (6)
147,Nebulon-B Escort Frigate (57),Heavy Fire Zone (2)
148,GR-75 Medium Transports (18),Wedge Antilles (4)
148,GR-75 Medium Transports (18),Bomber Command Center (8)
149,MC30c Scout Frigate (69),Foresight (10)
149,MC30c Scout Frigate (69),Expert Shield Tech (5)
149,MC30c Scout Frigate (69),Caitken and Shollan (6)
149,MC30c Scout Frigate (69),Assault Proton Torpedoes (4)
149,MC30c Scout Frigate (69),Enhanced Armament (10)
150,Providence-class Carrier {REB} (95),Raymus Antilles (7)
150,Providence-class Carrier {REB} (95),Toryn Farr (7)
150,Providence-class Carrier {REB} (95),Ordnance Experts (4)
150,Providence-class Carrier {REB} (95),Veteran Gunners (5)
150,Providence-class Carrier {REB} (95),Auxiliary Shields Team (3)
150,Providence-class Carrier {REB} (95),Engine Techs (8)
151,GR-75 Medium Transports (18),Bright Hope (2)
151,GR-75 Medium Transports (18),Ahsoka Tano (2)
151,GR-75 Medium Transports (18),Comms Net (2)
152,Providence-class Carrier (102),Invincible (5)
152,Providence-class Carrier (102),Rune Haako (4)
152,Providence-class Carrier (102),Thermal Shields (5)
152,Providence-class Carrier (102),Early Warning System (7)
152,Providence-class Carrier (102),Expanded Hangar Bay (5)
152,Providence-class Carrier (102),External Racks (4)
152,Providence-class Carrier (102),Point Defense Ion Cannons (6)
152,Providence-class Carrier (102),H9 Turbolasers (8)
152,Providence-class Carrier (102),Intensify Firepower! (6)
153,Hardcell-class Transport (47),Hondo Ohnaka (2)
153,Hardcell-class Transport (47),San Hill (3)
153,Hardcell-class Transport (47),Projection Experts (6)
153,Hardcell-class Transport (47),Bomber Command Center (8)
154,Gozanti-class Cruisers {CIS} (24),TI-99 (4)
155,Starhawk-class Battleship Mark I (140),Amity (6)
155,Starhawk-class Battleship Mark I (140),Raymus Antilles (7)
155,Starhawk-class Battleship Mark I (140),Support Officer (2)
155,Starhawk-class Battleship Mark I (140),Sensor Team (5)
155,Starhawk-class Battleship Mark I (140),Hardened Bulkheads (5)
155,Starhawk-class Battleship Mark I (140),Point Defense Ion Cannons (6)
155,Starhawk-class Battleship Mark I (140),XI7 Turbolasers (6)
156,Modified Pelta-class Assault Ship (56),Ahsoka Tano (2)
156,Modified Pelta-class Assault Ship (56),Projection Experts (6)
156,Modified Pelta-class Assault Ship (56),Flechette Torpedoes (3)
156,Modified Pelta-class Assault Ship (56),Intensify Firepower! (6)
157,GR-75 Medium Transports (18),Bright Hope (2)
157,GR-75 Medium Transports (18),Toryn Farr (7)
157,GR-75 Medium Transports (18),Comms Net (2)
158,Imperial II-class Star Destroyer (120),Relentless (3)
158,Imperial II-class Star Destroyer (120),Director Krennic (8)
158,Imperial II-class Star Destroyer (120),Darth Vader (3)
158,Imperial II-class Star Destroyer (120),Early Warning System (7)
158,Imperial II-class Star Destroyer (120),Point Defense Ion Cannons (6)
158,Imperial II-class Star Destroyer (120),Spinal Armament (9)
159,Victory II-class Star Destroyer (80),Harrow (3)
159,Victory II-class Star Destroyer (80),Commander Beck (3)
159,Victory II-class Star Destroyer (80),Gunnery Team (7)
159,Victory II-class Star Destroyer (80),Engine Techs (8)
159,Victory II-class Star Destroyer (80),Disposable Capacitors (3)
159,Victory II-class Star Destroyer (80),Heavy Ion Emplacements (9)
159,Victory II-class Star Destroyer (80),Quad Battery Turrets (5)
160,Raider II-class Corvette (48),Corvus (2)
160,Raider II-class Corvette (48),Governor Pryce (6)
160,Raider II-class Corvette (48),Disposable Capacitors (3)
160,Raider II-class Corvette (48),Heavy Ion Emplacements (9)
161,Gozanti-class Cruisers (23),Hondo Ohnaka (2)
161,Gozanti-class Cruisers (23),Comms Net (2)
162,MC80 Command Cruiser (102),Home One (5)
162,MC80 Command Cruiser (102),Ahsoka Tano (2)
162,MC80 Command Cruiser (102),Engine Techs (8)
162,MC80 Command Cruiser (102),Electronic Countermeasures (7)
162,MC80 Command Cruiser (102),Leading Shots (5)
162,MC80 Command Cruiser (102),XI7 Turbolasers (6)
163,MC80 Command Cruiser (102),Defiance (5)
163,MC80 Command Cruiser (102),Raymus Antilles (7)
163,MC80 Command Cruiser (102),Engine Techs (8)
163,MC80 Command Cruiser (102),Rapid Launch Bays (6)
163,MC80 Command Cruiser (102),Electronic Countermeasures (7)
163,MC80 Command Cruiser (102),Leading Shots (5)
163,MC80 Command Cruiser (102),XI7 Turbolasers (6)
164,GR-75 Medium Transports (18),Comms Net (2)
165,GR-75 Medium Transports (18),Parts Resupply (3)
166,Interdictor Suppression Refit (90),Captain Needa (2)
166,Interdictor Suppression Refit (90),G7-X Grav Well Projector (2)
166,Interdictor Suppression Refit (90),Grav Shift Reroute (2)
167,Victory II-class Star Destroyer (80),Corrupter (3)
167,Victory II-class Star Destroyer (80),Expert Shield Tech (5)
167,Victory II-class Star Destroyer (80),Disposable Capacitors (3)
167,Victory II-class Star Destroyer (80),Dual Turbolaser Turrets (4)
168,Victory II-class Star Destroyer (80),Expert Shield Tech (5)
168,Victory II-class Star Destroyer (80),Gunnery Team (7)
168,Victory II-class Star Destroyer (80),Disposable Capacitors (3)
169,Imperial II-class Star Destroyer (120),Relentless (3)
169,Imperial II-class Star Destroyer (120),Expert Shield Tech (5)
169,Imperial II-class Star Destroyer (120),Veteran Gunners (5)
169,Imperial II-class Star Destroyer (120),Electronic Countermeasures (7)
169,Imperial II-class Star Destroyer (120),Heavy Ion Emplacements (9)
170,Gladiator II-class Star Destroyer (62),Demolisher (10)
170,Gladiator II-class Star Destroyer (62),Minister Tua (2)
170,Gladiator II-class Star Destroyer (62),Ruthless Strategists (4)
170,Gladiator II-class Star Destroyer (62),Fighter Coordination Team (3)
170,Gladiator II-class Star Destroyer (62),Electronic Countermeasures (7)
171,Gozanti-class Cruisers (23),Comms Net (2)
172,Gozanti-class Cruisers (23),Comms Net (2)
173,Providence-class Carrier (102),Invincible (5)
173,Providence-class Carrier (102),Thermal Shields (5)
173,Providence-class Carrier (102),Early Warning System (7)
173,Providence-class Carrier (102),Flak Guns (3)
173,Providence-class Carrier (102),Point Defense Ion Cannons (6)
173,Providence-class Carrier (102),DBY-827 Heavy Turbolasers (3)
174,Recusant-class Light Destroyer (85),Patriot Fist (6)
174,Recusant-class Light Destroyer (85),Ordnance Experts (4)
174,Recusant-class Light Destroyer (85),Assault Concussion Missiles (5)
174,Recusant-class Light Destroyer (85),Swivel-Mount Batteries (8)
175,Recusant-class Light Destroyer (85),Tikkes (2)
175,Recusant-class Light Destroyer (85),Gunnery Team (7)
175,Recusant-class Light Destroyer (85),Assault Concussion Missiles (5)
175,Recusant-class Light Destroyer (85),Swivel-Mount Batteries (8)
176,Providence-class Carrier {REB} (95),Ezra Bridger (3)
176,Providence-class Carrier {REB} (95),Walex Blissex (5)
176,Providence-class Carrier {REB} (95),Boarding Troopers (3)
176,Providence-class Carrier {REB} (95),Ordnance Experts (4)
176,Providence-class Carrier {REB} (95),Engine Techs (8)
176,Providence-class Carrier {REB} (95),Auxiliary Shields Team (3)
177,CR90 Corvette A (44),Ahsoka Tano (2)
177,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
178,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
179,GR-75 Medium Transports (18),Toryn Farr (7)
179,GR-75 Medium Transports (18),Parts Resupply (3)
180,Imperial Star Destroyer Cymoon 1 Refit (112),Avenger (5)
180,Imperial Star Destroyer Cymoon 1 Refit (112),Emperor Palpatine (3)
180,Imperial Star Destroyer Cymoon 1 Refit (112),Gunnery Team (7)
180,Imperial Star Destroyer Cymoon 1 Refit (112),Spinal Armament (9)
180,Imperial Star Destroyer Cymoon 1 Refit (112),XI7 Turbolasers (6)
180,Imperial Star Destroyer Cymoon 1 Refit (112),Intensify Firepower! (6)
181,Arquitens-class Light Cruiser (52),Enhanced Armament (10)
182,Arquitens-class Light Cruiser (52),Enhanced Armament (10)
183,Gozanti-class Cruisers (23),Reserve Hangar Deck (4)
183,Gozanti-class Cruisers (23),Comms Net (2)
184,Providence-class Dreadnought (97),Invincible (5)
184,Providence-class Dreadnought (97),Rune Haako (4)
184,Providence-class Dreadnought (97),Boarding Troopers (3)
184,Providence-class Dreadnought (97),Thermal Shields (5)
184,Providence-class Dreadnought (97),External Racks (4)
184,Providence-class Dreadnought (97),Point Defense Ion Cannons (6)
184,Providence-class Dreadnought (97),Linked Turbolaser Towers (7)
184,Providence-class Dreadnought (97),XI7 Turbolasers (6)
185,Munificent-class Star Frigate (73),Tikkes (2)
185,Munificent-class Star Frigate (73),Projection Experts (6)
185,Munificent-class Star Frigate (73),Thermal Shields (5)
185,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
185,Munificent-class Star Frigate (73),Linked Turbolaser Towers (7)
186,Munificent-class Star Frigate (73),Projection Experts (6)
186,Munificent-class Star Frigate (73),Thermal Shields (5)
186,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
186,Munificent-class Star Frigate (73),Linked Turbolaser Towers (7)
187,MC75 Ordnance Cruiser (95),Profundity (7)
187,MC75 Ordnance Cruiser (95),Skilled First Officer (1)
187,MC75 Ordnance Cruiser (95),Caitken and Shollan (6)
187,MC75 Ordnance Cruiser (95),Reinforced Blast Doors (5)
187,MC75 Ordnance Cruiser (95),External Racks (4)
187,MC75 Ordnance Cruiser (95),Expanded Launchers (8)
188,MC30c Torpedo Frigate (63),Ordnance Experts (4)
188,MC30c Torpedo Frigate (63),External Racks (4)
188,MC30c Torpedo Frigate (63),H9 Turbolasers (8)
189,Hammerhead Torpedo Corvette (36),Garel's Honor (4)
189,Hammerhead Torpedo Corvette (36),Ezra Bridger (3)
189,Hammerhead Torpedo Corvette (36),Shriv Suurgav (4)
189,Hammerhead Torpedo Corvette (36),External Racks (4)
190,GR-75 Medium Transports (18),Hondo Ohnaka (2)
191,GR-75 Medium Transports (18),Comms Net (2)
192,CR90 Corvette A (44),Tantive IV (3)
192,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
193,MC30c Torpedo Frigate (63),Foresight (10)
193,MC30c Torpedo Frigate (63),Lando Calrissian (4)
193,MC30c Torpedo Frigate (63),Ordnance Experts (4)
193,MC30c Torpedo Frigate (63),External Racks (4)
193,MC30c Torpedo Frigate (63),H9 Turbolasers (8)
194,MC30c Torpedo Frigate (63),Admonition (10)
194,MC30c Torpedo Frigate (63),Expert Shield Tech (5)
194,MC30c Torpedo Frigate (63),Ordnance Experts (4)
194,MC30c Torpedo Frigate (63),External Racks (4)
194,MC30c Torpedo Frigate (63),H9 Turbolasers (8)
195,CR90 Corvette B (39),Ezra Bridger (3)
195,CR90 Corvette B (39),Engine Techs (8)
195,CR90 Corvette B (39),SW-7 Ion Batteries (5)
196,GR-75 Medium Transports (18),Slicer Tools (7)
197,Providence-class Carrier (102),Tikkes (2)
197,Providence-class Carrier (102),Thermal Shields (5)
197,Providence-class Carrier (102),Reserve Hangar Deck (4)
197,Providence-class Carrier (102),Point Defense Ion Cannons (6)
197,Providence-class Carrier (102),Intensify Firepower! (6)
198,Recusant-class Light Destroyer (85),Patriot Fist (6)
198,Recusant-class Light Destroyer (85),Shu Mai (4)
198,Recusant-class Light Destroyer (85),Ordnance Experts (4)
198,Recusant-class Light Destroyer (85),Reserve Hangar Deck (4)
198,Recusant-class Light Destroyer (85),Assault Proton Torpedoes (4)
198,Recusant-class Light Destroyer (85),Swivel-Mount Batteries (8)
199,Hardcell-class Transport (47),Beast of Burden (6)
199,Hardcell-class Transport (47),Rune Haako (4)
199,Hardcell-class Transport (47),TI-99 (4)
199,Hardcell-class Transport (47),Projection Experts (6)
199,Hardcell-class Transport (47),Parts Resupply (3)
200,Gozanti-class Cruisers {CIS} (24),Hondo Ohnaka (2)
201,Pelta-class Transport Frigate (45),Skilled First Officer (1)
201,Pelta-class Transport Frigate (45),Projection Experts (6)
201,Pelta-class Transport Frigate (45),Parts Resupply (3)
202,Venator II-class Star Destroyer (100),Tranquility (7)
202,Venator II-class Star Destroyer (100),Veteran Captain (2)
202,Venator II-class Star Destroyer (100),Veteran Gunners (5)
202,Venator II-class Star Destroyer (100),Thermal Shields (5)
202,Venator II-class Star Destroyer (100),SPHA-T (7)
202,Venator II-class Star Destroyer (100),XI7 Turbolasers (6)
203,Acclamator II-class Assault Ship (71),Veteran Captain (2)
203,Acclamator II-class Assault Ship (71),Thermal Shields (5)
203,Acclamator II-class Assault Ship (71),Linked Turbolaser Towers (7)
204,Pelta-class Transport Frigate (45),Skilled First Officer (1)
204,Pelta-class Transport Frigate (45),Projection Experts (6)
204,Pelta-class Transport Frigate (45),Munitions Resupply (3)
205,CR90 Corvette A (44),Jaina's Light (5)
205,CR90 Corvette A (44),Lando Calrissian (4)
205,CR90 Corvette A (44),Engine Techs (8)
205,CR90 Corvette A (44),Electronic Countermeasures (7)
205,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
206,MC75 Armored Cruiser (99),Intel Officer (7)
206,MC75 Armored Cruiser (99),Shriv Suurgav (4)
206,MC75 Armored Cruiser (99),Electronic Countermeasures (7)
206,MC75 Armored Cruiser (99),Expanded Launchers (8)
206,MC75 Armored Cruiser (99),Leading Shots (5)
206,MC75 Armored Cruiser (99),XI7 Turbolasers (6)
207,GR-75 Medium Transports (18),Bright Hope (2)
207,GR-75 Medium Transports (18),Hondo Ohnaka (2)
207,GR-75 Medium Transports (18),Boosted Comms (4)
208,GR-75 Medium Transports (18),Quantum Storm (1)
208,GR-75 Medium Transports (18),Ahsoka Tano (2)
208,GR-75 Medium Transports (18),Boosted Comms (4)
208,GR-75 Medium Transports (18),Parts Resupply (3)
209,Recusant-class Light Destroyer (85),Nova Defiant (4)
209,Recusant-class Light Destroyer (85),Shu Mai (4)
209,Recusant-class Light Destroyer (85),Gunnery Team (7)
209,Recusant-class Light Destroyer (85),B2 Rocket Troopers (7)
209,Recusant-class Light Destroyer (85),External Racks (4)
209,Recusant-class Light Destroyer (85),XI7 Turbolasers (6)
